"","Domain","Phylum","Class","Order","Family","Genus","Species"
"0a15bcd4381587d94fd08fd765c704c6","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","",""
"86b53a11b2745fc3f711e8870b4eebeb","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","uncultured_marine_bacterium"
"8c3afa1dc0e5774406e90a92222d140b","Bacteria","Acidobacteriota","Subgroup_5","Subgroup_5","Subgroup_5","Subgroup_5","uncultured_bacterium"
"1de77bb31cc7d5ea82d0a9949943fbed","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","uncultured_bacterium"
"fcdab496b58658a876a201fb6000e788","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina",""
"04f8c7ffef501edb78c69a10cce7ed15","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","uncultured_marine_archaeon"
"6e070b3b0b7466680bc12e2b7c99b056","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens","uncultured_bacterium"
"5f4267c613cddf6ac5a68c6755b089dd","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib",""
"0a61cbbae2c3055d3e3cfaceb5d24bdb","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"479be8ea10aa0fe7923dbc7b03f85246","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter",""
"f1328978cdb4058c2e04e9aef612705c","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"d08a25b2b8c6b41e5050c82bde4e6dc6","Bacteria","Bdellovibrionota","Oligoflexia","053A03-B-DI-P58","053A03-B-DI-P58","053A03-B-DI-P58","uncultured_bacterium"
"7e664166d65c0be9b939b97e4f7641e3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","",""
"7e44a0e76892e6a07329c0d40c657ab1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",""
"37ac6e62e3a85f267eb06bbe21e90590","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_bacterium"
"114bc7a9da795aebc66d8b4a30b84956","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","uncultured_bacterium"
"a9d9c85b47d09329c40bac193adde089","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",""
"4b260d318609f8c6770370d9acb451f5","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix","uncultured_bacterium"
"be815be5dcd0e2c1192575509859bb74","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","uncultured",""
"933b1fe78a3ee217e6f567d8fa1d38b1","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured","uncultured_Fibrobacteres_bacterium"
"874ecf34d3a1bdcac68db2d25a922830","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_marine_bacterium"
"36531afa8372a98d1d595ff69b3103d6","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207",""
"58c674c3fb1452b5bea3ebb67c6fa355","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",""
"1ced6b6c29efb4e50c7bf4d262fa0109","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_Bacteroidetes_bacterium"
"5fed72a595b629399982d354487c1a1a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter",""
"06ec4e2e9cb44c152228e56be30626c7","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","uncultured","uncultured_Piscirickettsiaceae_bacterium"
"c1b3f10952a3ec58f2bc8e6ef218a7d8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group","NS7_marine_group",""
"3c2a33fe8c8379ad2b41325e8f7721d5","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",""
"ffaba4ce09f1d144e8fe68eccd6f8938","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_Flexibacter_sp."
"05ec07e5378757a70fce5fb055cc372b","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","unidentified_marine_bacterioplankton"
"b0db1ef2710e60662c9b413e890872e2","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","uncultured_marine_archaeon"
"b6f51879c6b868e2dc87551da40218eb","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","uncultured_bacterium"
"6b90222388952fb47f7bfa6a69c790e6","Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II",""
"b128616e419ae2c80df82cad2a860ed1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group",""
"b4cbbc0f1ee0e9ad92cb63849627dc7a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter","uncultured_bacterium"
"7e6738f5d175e6513efc8b8b0afbca90","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_bacterium"
"e0e318e46736714ab07398b1d74b944c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Erythrobacter_atlanticus"
"833a042673dd0db16f393a806e031dfc","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade",""
"53ef6ed1bac78b9e0033aa7c2e684b79","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","","",""
"17150570cd65c9e5eebb18fa5f4ffd58","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"53eb1803f829ed0580710476434d54df","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","uncultured_marine_bacterium"
"110c7c63430fa7fa8be577f8b85b2c52","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","marine_metagenome"
"2593dea9ddf20cac674d290a05b2bb18","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna",""
"3b92be1b54b379ece4571bc4d2c14c71","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"7b393b9992b675b5d21fd752da34f155","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured",""
"b2e6bed800d4893d2a6e0b2470b2dd61","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_Fibrobacteres/Acidobacteria_group_bacterium"
"52c8154300683a9df1847921e8b74b1b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","uncultured_beta_proteobacterium"
"9783202bc3a5b6b866cf1f54f0ce8ae9","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","uncultured_myxobacterium_HF0200_08J13"
"a8e2a0397b2383755049b2969e9f31f2","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","uncultured","uncultured_marine_bacterium"
"38dd135688134d9f401d134480f3428a","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_Planctomycetaceae_bacterium"
"ad672510b5b4acbc9a2ff340e4c07587","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","uncultured_gamma_proteobacterium"
"883d1c0993090793292bfadfdfa44873","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade",""
"7a5cb7047ba3e6119a282b231e69ee96","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured_organism"
"7e409f0c224068be76e2f5fac1c82b25","Bacteria","PAUC34f","PAUC34f","PAUC34f","PAUC34f","PAUC34f","uncultured_bacterium"
"d03692a600cfdc182d7f8dade0d7302c","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","uncultured_marine_archaeon"
"834f05b54d93961b4befd1a24d4568b4","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"076fbc68068bb8fb068a788be9a9bec2","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas",""
"43002f7ee2ff408bdbe22571887d9373","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","unidentified_marine_bacterioplankton"
"1deb73bc6fe3c83b5d214cb8b06b8be1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007","uncultured_bacterium"
"50f2bca184ecc7fc38cc8a9a78c8f58e","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade",""
"188faa6c74ca0a352ef02def490474c1","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured_bacterium"
"23a8445f7a6405df1718fdc6c5b5c895","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"d10c8cfda1fd7462fc28c599eb599d43","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster","uncultured_gamma_proteobacterium"
"f6d3c9ed105ab0dfa37feefcf1a22617","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","uncultured_Flavobacterium_sp."
"96cd65e06cabe4847e0f40abc94088db","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group","NS7_marine_group","uncultured_Bacteroidetes_bacterium"
"a732871bc56e490e20c61cfbe2679f0f","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","uncultured_marine_bacterium"
"adc1868c436e47d66a67c163facb21d7","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_bacterium"
"ffce980f88b1541c361d76dbf54e3f60","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","uncultured_marine_bacterium"
"79eb7289a2df60baeb9f716077fe85e8","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB",""
"2b56b55103d049938985213a0b0a38e9","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","uncultured","uncultured_marine_bacterium"
"ab152d1047e89dcf202e7f86de2a2e15","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_bacterium"
"cf3e16711bbb417b5ed95666d2313cdf","Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","uncultured","uncultured_Oscillatoriales_cyanobacterium"
"818059250051cbeed907f89c3bbb69e7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"101246c47afeddc4347950a00560b3f6","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster",""
"d466790f8ca379d21eb31fb15c1a2eda","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria",""
"14d429451c5b335ddb267387e7bf77e5","Bacteria","","","","","",""
"1f44bbda2a39bbcba2853f1062abeed5","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopelagicus","uncultured_marine_archaeon"
"729602b859e9423e47b60869528979dc","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"fb1c9d14b9817f76b9528e40605620e9","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"0453ee49679bd93c0484e2e47c28407d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","",""
"abf3fe898b65d235d4f6055ec97f04ea","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","uncultured","uncultured_marine_bacterium"
"b8233d5967bc14f291083078e55dbf49","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"8e844e160c9949345d31bb0c836fccf7","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",""
"fa2aa7f22bf757bb012172dfa58e14f6","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_delta_proteobacterium"
"0b6d2fedc45df3b48206c1d727a2dca5","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","uncultured_marine_archaeon"
"00549f912700241bbf55922dfa9b7eb5","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_delta_proteobacterium"
"f775897098ee989c6ea7883a6e40fb85","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","uncultured","uncultured_bacterium"
"98e28dc70c9f5560d56c5aef59106efe","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS3a_marine_group","marine_metagenome"
"a0baadaf957080233bcf3be10960e444","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group",""
"2569ec990972edb880b4865ba1083438","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","uncultured_Alphaproteobacteria_bacterium"
"d718d051d0454558277cddfa65924446","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","uncultured","uncultured_marine_bacterium"
"ded81fc522aabcb6f69b796d32839f6e","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14","Arctic95B-14","uncultured_Verrucomicrobia_bacterium"
"302b8f6679beceb9701ec47120e4ca45","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Brevundimonas_alba"
"3b4aa064d997655f9a048d4b9d171adb","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",""
"7fc43709588ad7318f494d634238dc60","Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II",""
"1a2e2579085b25b07289c0fa9818131f","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","","",""
"bce5ffdfa8137a819d397167dac93b57","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23","JTB23","uncultured_deep-sea_bacterium"
"83b09c0923ba5c7a152ce0c69ff4d991","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_bacterium"
"5a89b526ca6346f1a21fa4c9e9715f1f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","",""
"7e13cde4cb878d0d0a52364045d45144","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","uncultured_bacterium"
"de8afcbd35e66ec37c70e0470a749ba2","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","uncultured_BD2-11_clade_bacterium"
"8a893d62241185dc8723dc12e1107941","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","S25-593","uncultured_marine_bacterium"
"cbe0ac5623bdf773e7f0bedde04744df","Bacteria","Verrucomicrobiota","Lentisphaeria","SS1-B-02-17","SS1-B-02-17","SS1-B-02-17","uncultured_bacterium"
"bca58f7d9f65a38c30396500245e7807","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group",""
"316c8d483d4fcbec694d9625b9d65831","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopelagicus","uncultured_marine_archaeon"
"1fc3e72cdd5bc80d70da2a4a542fa0a7","Bacteria","","","","","",""
"171a061c2ded0dcff004d791e52215ae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","",""
"41f52818fd46325fe35b740aefe5956a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",""
"9320165a41bcbad15e5a5494cdad92d9","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","RS62_marine_group",""
"5b2f406bf99e8328e521b58666da4dac","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","",""
"65e071c0036a02067d4aedd8ce2b0dcd","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",""
"787161037da5548fa20b5ef4f81a64dc","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum",""
"8234424c61559949aee4296c9b123e98","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"23223a141d15659d6d07460f7e8db9cd","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","uncultured","uncultured_marine_bacterium"
"dcafbf63229e9e15dc03d1137151d9ca","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter",""
"16e42261cb2ec416ee83b8d72f8f69a6","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_Bacteroidetes/Chlorobi_group_bacterium"
"ee496b07598f035823c954385eb3d98b","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"7fe3e51933bd3c707c4a94d33aa68898","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella","Leeuwenhoekiella_aequorea"
"2992f7662996de1245f0f1860a87d516","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"74458ca91c71a3d8d62f07d755fb8cf9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"610938c7e3d4c1d08696b583557fcb96","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",""
"bfc098173301fa7eb3d88f0d2fc9f9d8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_Flavobacteriia_bacterium"
"c860c117a8829905e8f0b8cf0227d74a","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella",""
"df112aa3444588ed090c6c7b35e04319","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Luminiphilus",""
"824823bf68842abfc8522e14c0b24c04","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_bacterium_SCGC_AAA003-E22"
"6b769e58819531e6cd040d45f10d5444","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"471f7213403bf620d5968b4f26c3fbae","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC_AAA164-E04","Verrucomicrobia_bacterium_SCGC_AAA164-E04"
"7d6d57b2cdf4f8f2616f33f7f8d7e6c2","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","Candidatus_Puniceispirillum","uncultured_bacterium"
"87062f3cb6452dff23464ec3f59b23dc","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19",""
"bc1e90d71dcecf8ea0e5e0717f45b4bc","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella","uncultured_gamma_proteobacterium"
"865dd6f39f24f8430c90f8896bab1d04","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_bacterium"
"a2d28acee00688f0eefa0b4d683ccae9","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_Alphaproteobacteria_bacterium"
"2a75bf8367807d6b9fe4324c39183304","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales","Dadabacteriales","uncultured_marine_bacterium"
